DATA LEVEL,PUBLIC OR INDEPENDENT,DISTRICT NUMBER,Educators CATEGORY,GENDER,SCHOOL YEAR,Educators CNT,FULLTIME Educators CNT,PARTIME Educators CNT,TOTAL FTE,BASE SALARY,TOTAL SALARY,AVERAGE EXPERIENCE,AVERAGE AGE,CERT STANDARD,CERT PROFESSIONAL,CERT CERTIFICATE BASIC,CERT LETTER PERMISSION,EXPERIENCE LESS THAN YR,EXPERIENCE 1 TO 4 YR,EXPERIENCE 5 TO 9 YR,EXPERIENCE 10 TO 19 YR,EXPERIENCE 20 OR MORE YR,AGE GRP 20 TO 24 CNT,AGE GRP 25 TO 29 CNT,AGE GRP 30 TO 34 CNT,AGE GRP 35 TO 39 CNT,AGE GRP 40 TO 44 CNT,AGE GRP 45 TO 49 CNT,AGE GRP 50 TO 54 CNT,AGE GRP 55 TO 59 CNT,AGE GRP 60 TO 64 CNT,AGE GRP 65 AND OVER CNT
DISTRICT LEVEL,BC Public School,5,Teachers,Female,2000/2001,256,182,74,226.8,56191,56370,14.4,45,42,210,4,0,3,44,39,89,81,1,12,19,36,42,59,58,21,8,0
DISTRICT LEVEL,BC Public School,5,Teachers,Female,2001/2002,249,185,64,226.3,57036,57150,14.6,45.2,36,209,4,0,6,31,41,95,76,1,12,18,31,40,59,57,24,7,0
DISTRICT LEVEL,BC Public School,5,Teachers,Female,2002/2003,228,171,57,209.6,60537,60719,15.3,46,30,194,4,0,2,26,36,86,78,0,5,18,28,34,59,57,23,4,0
DISTRICT LEVEL,BC Public School,5,Teachers,Female,2003/2004,217,156,61,196.1,62944,63194,16.5,47.4,28,185,4,0,0,19,34,81,83,0,3,13,16,36,54,57,32,6,0
DISTRICT LEVEL,BC Public School,5,Teachers,Female,2004/2005,223,156,67,200.2,62912,63079,16,47,24,194,4,1,2,21,40,80,80,0,2,20,17,38,51,55,36,4,0
DISTRICT LEVEL,BC Public School,5,Teachers,Female,2005/2006,219,167,52,198.1,61912,62061,14.8,47.1,39,176,4,0,22,15,33,81,68,0,0,12,13,58,47,53,30,6,0
DISTRICT LEVEL,BC Public School,5,Teachers,Female,2006/2007,218,169,49,199,63892,64057,14.9,47.3,32,183,3,0,10,27,35,78,68,0,3,7,22,46,43,59,31,7,0
DISTRICT LEVEL,BC Public School,5,Teachers,Female,2007/2008,231,169,62,208.3,65246,65435,15,47,36,190,4,1,6,38,36,78,73,2,6,11,25,45,39,59,39,5,0
DISTRICT LEVEL,BC Public School,5,Teachers,Female,2008/2009,236,177,59,216.2,67277,68292,14.4,46.1,32,201,3,0,10,45,35,69,77,2,18,12,24,39,42,51,38,9,1
DISTRICT LEVEL,BC Public School,5,Teachers,Female,2009/2010,231,180,51,211.2,70215,71281,14.7,46.7,30,198,3,0,3,44,41,70,73,3,12,15,20,33,43,55,36,13,1
DISTRICT LEVEL,BC Public School,5,Teachers,Female,2010/2011,231,173,58,208.4,72180,73220,14.5,46.7,29,199,3,0,7,45,34,72,73,2,13,17,21,22,55,48,40,10,3
DISTRICT LEVEL,BC Public School,5,Teachers,Female,2011/2012,237,180,57,215.5,71675,72586,14.4,46.6,26,208,3,0,10,46,38,66,77,1,11,26,21,28,47,44,45,9,5
DISTRICT LEVEL,BC Public School,5,Teachers,Female,2012/2013,235,186,49,218,71620,72657,14.3,46.8,24,207,3,1,5,50,42,63,75,1,10,26,23,31,41,39,49,11,4
DISTRICT LEVEL,BC Public School,5,Teachers,Female,2013/2014,240,183,57,217.8,69711,70781,12.4,44.4,21,215,3,1,10,69,44,55,62,0,25,29,30,31,36,40,37,9,3
DISTRICT LEVEL,BC Public School,5,Teachers,Female,2014/2015,240,182,58,217.2,70310,71383,,44,,,,,,,,,,1,24,32,33,32,30,43,37,6,2
DISTRICT LEVEL,BC Public School,5,Teachers,Female,2015/2016,241,180,61,216.7,71514,72608,,44.4,,,,,,,,,,0,21,26,40,34,29,43,34,11,3
DISTRICT LEVEL,BC Public School,5,Teachers,Female,2016/2017,255,185,70,227.9,71997,73048,,44.3,,,,,,,,,,2,21,31,38,41,32,40,32,14,4
DISTRICT LEVEL,BC Public School,5,Administrators,Male,1991/1992,36,36,0,36,59971,64892,21.1,46.8,0,36,0,0,0,0,1,15,20,0,0,0,1,14,9,10,2,0,0
DISTRICT LEVEL,BC Public School,5,Administrators,Male,1992/1993,35,35,0,35,66053,71809,22.4,47.9,0,35,0,0,0,0,0,12,23,0,0,0,1,10,12,9,3,0,0
DISTRICT LEVEL,BC Public School,5,Administrators,Male,1993/1994,35,35,0,35,67478,73310,23.2,48.8,0,35,0,0,0,0,0,10,25,0,0,0,1,7,12,9,5,1,0
DISTRICT LEVEL,BC Public School,5,Administrators,Male,1994/1995,34,34,0,34,67651,73654,23.4,49.1,0,34,0,0,0,0,0,10,24,0,0,0,1,7,9,11,5,1,0
DISTRICT LEVEL,BC Public School,5,Administrators,Male,1995/1996,30,30,0,30,67374,74019,24.3,49.7,0,30,0,0,0,0,0,4,26,0,0,0,0,4,10,9,7,0,0
DISTRICT LEVEL,BC Public School,5,Administrators,Male,1996/1997,29,29,0,29,68642,75278,24.6,50.3,0,29,0,0,0,0,0,4,25,0,0,0,0,3,11,8,7,0,0
DISTRICT LEVEL,BC Public School,5,Administrators,Male,1997/1998,29,29,0,29,69718,76261,23.2,49.2,0,29,0,0,1,0,0,5,23,0,0,0,0,5,11,10,2,1,0
DISTRICT LEVEL,BC Public School,5,Administrators,Male,1998/1999,28,28,0,28,69157,76497,24.3,50.3,0,28,0,0,0,1,0,5,22,0,0,0,0,4,10,9,4,1,0
DISTRICT LEVEL,BC Public School,5,Administrators,Male,1999/2000,29,29,0,29,65218,77882,24.2,50.6,0,29,0,0,0,1,0,4,24,0,0,0,0,2,14,6,6,1,0
DISTRICT LEVEL,BC Public School,5,Administrators,Male,2000/2001,26,26,0,26,66588,79699,22.7,49.4,0,26,0,0,0,2,1,3,20,0,0,1,0,1,9,11,3,1,0
DISTRICT LEVEL,BC Public School,5,Administrators,Male,2001/2002,27,27,0,27,66999,80069,24.4,50.6,0,27,0,0,0,1,2,1,23,0,0,1,0,0,8,13,4,1,0
DISTRICT LEVEL,BC Public School,5,Administrators,Male,2002/2003,24,24,0,24,69275,83539,23.1,49.3,0,24,0,0,0,0,4,0,20,0,1,1,0,0,7,13,2,0,0
DISTRICT LEVEL,BC Public School,5,Administrators,Male,2003/2004,24,24,0,24,69955,84689,23.6,50.1,0,24,0,0,0,0,3,2,19,0,1,1,0,0,5,13,4,0,0
DISTRICT LEVEL,BC Public School,5,Administrators,Male,2004/2005,22,22,0,22,70979,85428,23.9,50.8,0,22,0,0,0,0,3,3,16,0,0,1,1,0,4,12,3,1,0
DISTRICT LEVEL,BC Public School,5,Administrators,Male,2005/2006,23,23,0,23,70093,84938,23.3,50.5,0,23,0,0,0,0,4,3,16,0,0,2,1,1,2,7,9,1,0
DISTRICT LEVEL,BC Public School,5,Administrators,Male,2006/2007,25,25,0,25,86114,86277,20,47.7,1,24,0,0,1,0,3,8,13,0,0,3,4,2,3,4,8,1,0
DISTRICT LEVEL,BC Public School,5,Administrators,Male,2007/2008,23,23,0,23,88554,88554,19.7,47.7,1,22,0,0,0,1,2,9,11,0,0,3,4,2,3,3,8,0,0
DISTRICT LEVEL,BC Public School,5,Administrators,Male,2008/2009,20,20,0,20,89715,89715,19.3,47.9,1,19,0,0,0,2,0,9,9,0,0,0,4,3,3,5,4,1,0
DISTRICT LEVEL,BC Public School,5,Administrators,Male,2009/2010,19,19,0,19,97428,97428,19.4,47.8,1,18,0,0,0,1,0,10,8,0,0,0,3,4,3,5,4,0,0
DISTRICT LEVEL,BC Public School,5,Administrators,Male,2010/2011,19,19,0,19,98304,98304,20.4,48.8,1,18,0,0,0,1,0,9,9,0,0,0,2,5,2,3,6,1,0
DISTRICT LEVEL,BC Public School,5,Administrators,Male,2011/2012,18,18,0,18,99437,99437,19.1,47.9,1,17,0,0,0,0,2,9,7,0,0,0,3,5,2,3,4,1,0
DISTRICT LEVEL,BC Public School,5,Administrators,Male,2012/2013,18,18,0,18,100621,100621,20.1,49.4,1,17,0,0,0,0,2,9,7,0,0,0,2,4,4,3,3,2,0
DISTRICT LEVEL,BC Public School,5,Administrators,Male,2013/2014,19,19,0,19,100573,100573,19.7,49.8,2,17,0,0,0,1,3,8,7,0,0,0,2,4,3,3,5,2,0
DISTRICT LEVEL,BC Public School,5,Administrators,Male,2014/2015,20,18,2,19,100501,100667,,47.8,,,,,,,,,,0,0,1,2,5,4,2,6,0,0
DISTRICT LEVEL,BC Public School,5,Administrators,Male,2015/2016,17,17,0,17,100121,100171,,48.3,,,,,,,,,,0,0,1,2,2,5,2,4,1,0
DISTRICT LEVEL,BC Public School,5,Administrators,Male,2016/2017,14,14,,14,105044,105100,,48.4,,,,,,,,,,,,,1,3,5,1,3,1,
DISTRICT LEVEL,BC Public School,5,Educators,Male,1991/1992,222,218,4,220.2,48574,49529,15.9,43.4,8,212,1,1,6,29,10,99,78,2,12,14,35,63,50,29,12,5,0
DISTRICT LEVEL,BC Public School,5,Educators,Male,1992/1993,224,217,7,221,55184,56253,16.2,43.7,8,215,1,0,7,28,12,90,87,3,7,18,35,53,60,32,12,4,0
DISTRICT LEVEL,BC Public School,5,Educators,Male,1993/1994,210,204,6,208.4,57872,58998,17.5,44.8,8,201,1,0,3,19,14,82,92,2,7,11,25,43,67,39,13,3,0
DISTRICT LEVEL,BC Public School,5,Educators,Male,1994/1995,210,198,12,205.3,58031,59181,17.4,44.8,8,201,1,0,1,24,17,76,92,0,8,13,25,41,63,44,12,4,0
DISTRICT LEVEL,BC Public School,5,Educators,Male,1995/1996,203,191,12,198.6,57834,59005,17.7,45.2,9,192,1,1,3,18,21,67,94,2,6,15,19,33,66,46,14,2,0
DISTRICT LEVEL,BC Public School,5,Educators,Male,1996/1997,200,189,11,195.7,58332,59477,17.7,45.5,9,188,1,2,7,15,27,54,97,2,7,19,13,36,57,46,18,2,0
DISTRICT LEVEL,BC Public School,5,Educators,Male,1997/1998,188,174,14,183.4,59126,60308,18.4,46.3,7,177,2,2,2,18,20,52,96,1,8,10,16,32,44,58,16,3,0
DISTRICT LEVEL,BC Public School,5,Educators,Male,1998/1999,193,181,12,188.8,58804,59997,18,46.1,6,183,2,2,8,20,20,46,99,2,7,17,13,29,41,62,19,3,0
DISTRICT LEVEL,BC Public School,5,Educators,Male,1999/2000,191,179,12,187.4,58627,60831,18.2,46.5,5,182,2,2,4,21,22,41,103,1,5,16,14,27,40,60,26,2,0
DISTRICT LEVEL,BC Public School,5,Educators,Male,2000/2001,180,163,17,173.5,60750,62861,18.9,47.1,5,172,2,1,2,17,22,38,101,1,5,12,17,20,36,58,29,2,0
DISTRICT LEVEL,BC Public School,5,Educators,Male,2001/2002,172,162,10,168.5,60811,63026,19.5,47.9,4,165,2,1,0,13,24,29,106,0,3,12,16,16,39,55,28,3,0
DISTRICT LEVEL,BC Public School,5,Educators,Male,2002/2003,153,143,10,148.8,64140,66550,19.8,48.1,5,146,1,1,4,6,21,27,95,0,4,7,14,18,32,45,31,2,0
DISTRICT LEVEL,BC Public School,5,Educators,Male,2003/2004,145,131,14,139.6,65379,68061,19.6,48.4,4,139,1,1,2,6,21,31,85,1,2,6,17,13,26,42,37,1,0
DISTRICT LEVEL,BC Public School,5,Educators,Male,2004/2005,131,112,19,126,65406,68148,19.2,48,5,124,1,1,2,7,20,31,71,0,3,4,18,14,22,37,31,2,0
DISTRICT LEVEL,BC Public School,5,Educators,Male,2005/2006,130,119,11,127.5,64538,67502,18,47.9,13,115,1,1,10,6,18,31,65,0,1,5,16,25,14,33,33,3,0
DISTRICT LEVEL,BC Public School,5,Educators,Male,2006/2007,132,122,10,129,68945,69157,17.2,47.5,14,116,1,1,3,17,12,43,57,1,1,7,16,28,13,35,27,4,0
DISTRICT LEVEL,BC Public School,5,Educators,Male,2007/2008,126,109,17,120.5,70669,70845,16.8,47.3,10,114,1,1,4,18,10,41,53,1,4,7,13,26,15,31,23,6,0
DISTRICT LEVEL,BC Public School,5,Educators,Male,2008/2009,114,100,14,110.3,73815,74649,17,46.7,8,104,1,1,1,16,9,43,45,1,3,10,10,28,9,23,26,4,0
DISTRICT LEVEL,BC Public School,5,Educators,Male,2009/2010,115,102,13,111,76055,76873,16.9,46.7,7,106,1,1,5,15,9,41,45,0,7,7,8,25,16,22,24,6,0
DISTRICT LEVEL,BC Public School,5,Educators,Male,2010/2011,109,97,12,106.2,78309,79186,16.8,46.7,7,100,1,1,0,17,14,37,41,0,6,8,9,19,22,15,23,7,0
DISTRICT LEVEL,BC Public School,5,Educators,Male,2011/2012,104,93,11,100.8,77887,78625,16.2,46.3,7,93,3,1,1,14,18,36,35,0,7,7,11,17,23,11,21,6,1
DISTRICT LEVEL,BC Public School,5,Educators,Male,2012/2013,104,93,11,101.2,77804,78696,15.8,46.4,10,91,2,1,5,11,18,38,32,0,5,9,13,16,23,12,17,9,0
DISTRICT LEVEL,BC Public School,5,Educators,Male,2013/2014,97,87,10,93.8,78550,79387,14.7,45.7,10,83,3,1,0,19,16,34,28,0,5,10,13,13,26,9,14,7,0
DISTRICT LEVEL,BC Public School,5,Educators,Male,2014/2015,99,86,13,94.4,79182,79980,,45.2,,,,,,,,,,1,2,16,11,12,23,13,14,5,2
DISTRICT LEVEL,BC Public School,5,Educators,Male,2015/2016,98,85,13,93.1,78223,79016,,44.1,,,,,,,,,,1,4,18,14,10,18,17,10,5,1
DISTRICT LEVEL,BC Public School,5,Educators,Male,2016/2017,94,80,14,89.3,79523,80372,,44.3,,,,,,,,,,1,4,16,11,13,18,16,8,7,
DISTRICT LEVEL,BC Public School,5,Teachers,Male,1991/1992,186,182,4,184.2,46347,46527,14.8,42.8,8,176,1,1,6,29,9,84,58,2,12,14,34,49,41,19,10,5,0
DISTRICT LEVEL,BC Public School,5,Teachers,Male,1992/1993,189,182,7,186,53139,53327,15,43,8,180,1,0,7,28,12,78,64,3,7,18,34,43,48,23,9,4,0
DISTRICT LEVEL,BC Public School,5,Teachers,Male,1993/1994,175,169,6,173.4,55934,56109,16.4,44,8,166,1,0,3,19,14,72,67,2,7,11,24,36,55,30,8,2,0
DISTRICT LEVEL,BC Public School,5,Teachers,Male,1994/1995,176,164,12,171.3,56122,56308,16.2,44,8,167,1,0,1,24,17,66,68,0,8,13,24,34,54,33,7,3,0
DISTRICT LEVEL,BC Public School,5,Teachers,Male,1995/1996,173,161,12,168.6,56137,56333,16.6,44.5,9,162,1,1,3,18,21,63,68,2,6,15,19,29,56,37,7,2,0
DISTRICT LEVEL,BC Public School,5,Teachers,Male,1996/1997,171,160,11,166.7,56538,56729,16.6,44.7,9,159,1,2,7,15,27,50,72,2,7,19,13,33,46,38,11,2,0
DISTRICT LEVEL,BC Public School,5,Teachers,Male,1997/1998,159,145,14,154.4,57137,57313,17.5,45.8,7,148,2,2,1,18,20,47,73,1,8,10,16,27,33,48,14,2,0
DISTRICT LEVEL,BC Public School,5,Teachers,Male,1998/1999,165,153,12,160.8,57001,57124,16.9,45.4,6,155,2,2,8,19,20,41,77,2,7,17,13,25,31,53,15,2,0
DISTRICT LEVEL,BC Public School,5,Teachers,Male,1999/2000,162,150,12,158.4,57420,57710,17.1,45.7,5,153,2,2,4,20,22,37,79,1,5,16,14,25,26,54,20,1,0
DISTRICT LEVEL,BC Public School,5,Teachers,Male,2000/2001,154,137,17,147.5,59721,59893,18.2,46.7,5,146,2,1,2,15,21,35,81,1,5,11,17,19,27,47,26,1,0
DISTRICT LEVEL,BC Public School,5,Teachers,Male,2001/2002,145,135,10,141.5,59630,59775,18.6,47.4,4,138,2,1,0,12,22,28,83,0,3,11,16,16,31,42,24,2,0
DISTRICT LEVEL,BC Public School,5,Teachers,Male,2002/2003,129,119,10,124.8,63152,63284,19.2,47.9,5,122,1,1,4,6,17,27,75,0,3,6,14,18,25,32,29,2,0
DISTRICT LEVEL,BC Public School,5,Teachers,Male,2003/2004,121,107,14,115.6,64428,64607,18.8,48,4,115,1,1,2,6,18,29,66,1,1,5,17,13,21,29,33,1,0
DISTRICT LEVEL,BC Public School,5,Teachers,Male,2004/2005,109,90,19,104,64227,64493,18.2,47.4,5,102,1,1,2,7,17,28,55,0,3,3,17,14,18,25,28,1,0
DISTRICT LEVEL,BC Public School,5,Teachers,Male,2005/2006,107,96,11,104.5,63315,63666,16.9,47.4,13,92,1,1,10,6,14,28,49,0,1,3,15,24,12,26,24,2,0
DISTRICT LEVEL,BC Public School,5,Teachers,Male,2006/2007,107,97,10,104,64818,65041,16.5,47.4,13,92,1,1,2,17,9,35,44,1,1,4,12,26,10,31,19,3,0
DISTRICT LEVEL,BC Public School,5,Teachers,Male,2007/2008,103,86,17,97.5,66449,66666,16.1,47.2,9,92,1,1,4,17,8,32,42,1,4,4,9,24,12,28,15,6,0
DISTRICT LEVEL,BC Public School,5,Teachers,Male,2008/2009,94,80,14,90.3,70292,71310,16.6,46.5,7,85,1,1,1,14,9,34,36,1,3,10,6,25,6,18,22,3,0
DISTRICT LEVEL,BC Public School,5,Teachers,Male,2009/2010,96,83,13,92,71639,72626,16.4,46.4,6,88,1,1,5,14,9,31,37,0,7,7,5,21,13,17,20,6,0
DISTRICT LEVEL,BC Public School,5,Teachers,Male,2010/2011,90,78,12,87.2,73950,75019,16.1,46.3,6,82,1,1,0,16,14,28,32,0,6,8,7,14,20,12,17,6,0
DISTRICT LEVEL,BC Public School,5,Teachers,Male,2011/2012,86,75,11,82.8,73202,74100,15.6,46,6,76,3,1,1,14,16,27,28,0,7,7,8,12,21,8,17,5,1
DISTRICT LEVEL,BC Public School,5,Teachers,Male,2012/2013,86,75,11,83.2,72869,73954,14.9,45.8,9,74,2,1,5,11,16,29,25,0,5,9,11,12,19,9,14,7,0
DISTRICT LEVEL,BC Public School,5,Teachers,Male,2013/2014,78,68,10,74.8,72958,74007,13.5,44.7,8,66,3,1,0,18,13,26,21,0,5,10,11,9,23,6,9,5,0
DISTRICT LEVEL,BC Public School,5,Teachers,Male,2014/2015,79,68,11,75.4,73785,74743,,44.5,,,,,,,,,,1,2,15,9,7,19,11,8,5,2
DISTRICT LEVEL,BC Public School,5,Teachers,Male,2015/2016,81,68,13,76.1,73627,74576,,43.2,,,,,,,,,,1,4,17,12,8,13,15,6,4,1
DISTRICT LEVEL,BC Public School,5,Teachers,Male,2016/2017,80,66,14,75.3,75057,76045,,43.5,,,,,,,,,,1,4,16,10,10,13,15,5,6,
DISTRICT LEVEL,BC Public School,6,Administrators,All,1991/1992,31,31,0,31,67742,67742,19.6,46.4,0,31,0,0,1,1,1,9,19,0,1,0,3,6,11,9,0,1,0
DISTRICT LEVEL,BC Public School,6,Administrators,All,1992/1993,31,31,0,31,73728,73728,19.8,46.1,1,30,0,0,0,1,2,11,17,0,0,2,4,3,9,13,0,0,0
DISTRICT LEVEL,BC Public School,6,Administrators,All,1993/1994,32,31,1,31.5,74104,74104,19.7,45.8,1,31,0,0,0,2,3,10,17,0,0,4,5,1,7,14,1,0,0
DISTRICT LEVEL,BC Public School,6,Administrators,All,1994/1995,30,29,1,29.8,74930,74930,20.5,47.2,1,29,0,0,0,1,2,10,17,0,0,1,6,2,6,13,2,0,0
DISTRICT LEVEL,BC Public School,6,Administrators,All,1995/1996,30,30,0,30,71918,75649,21.5,48.1,1,29,0,0,0,1,1,10,18,0,0,1,3,5,4,14,3,0,0
DISTRICT LEVEL,BC Public School,6,Administrators,All,1996/1997,28,27,1,27.5,75693,75693,21.3,47.6,1,27,0,0,0,0,3,9,16,0,0,2,0,8,4,9,5,0,0
DISTRICT LEVEL,BC Public School,6,Administrators,All,1997/1998,29,28,1,28.8,76114,76114,21.6,48,0,29,0,0,0,0,3,9,17,0,0,2,1,8,3,9,6,0,0
DISTRICT LEVEL,BC Public School,6,Administrators,All,1998/1999,34,34,0,34,75490,75490,20.4,47.8,1,33,0,0,0,0,2,15,17,0,0,2,3,7,4,12,5,1,0
DISTRICT LEVEL,BC Public School,6,Administrators,All,1999/2000,33,32,1,32.8,75560,75560,17.2,45.2,2,31,0,0,0,0,4,16,13,0,0,4,4,9,4,9,2,1,0
DISTRICT LEVEL,BC Public School,6,Administrators,All,2000/2001,33,32,1,32.8,75930,76342,17.5,45.6,2,31,0,0,0,0,4,14,15,0,0,4,5,5,7,9,2,1,0
DISTRICT LEVEL,BC Public School,6,Administrators,All,2001/2002,32,32,0,32,77509,77790,18.1,46.5,2,30,0,0,1,0,2,12,17,0,0,2,6,2,10,8,3,1,0
DISTRICT LEVEL,BC Public School,6,Administrators,All,2002/2003,29,27,2,28.2,82316,82955,18.7,47.1,0,29,0,0,1,1,1,11,15,0,0,0,5,5,9,4,6,0,0
DISTRICT LEVEL,BC Public School,6,Administrators,All,2003/2004,27,26,1,26.4,84763,85275,18.1,47.9,1,26,0,0,2,1,1,11,12,0,0,1,3,4,9,4,6,0,0
DISTRICT LEVEL,BC Public School,6,Administrators,All,2004/2005,27,26,1,26.4,84735,85098,19,48.9,1,26,0,0,0,3,1,11,12,0,0,0,2,5,8,5,7,0,0
DISTRICT LEVEL,BC Public School,6,Administrators,All,2005/2006,25,24,1,24.4,84395,84628,19.6,48.8,1,24,0,0,0,2,0,10,13,0,0,1,2,3,6,8,4,1,0
DISTRICT LEVEL,BC Public School,6,Administrators,All,2006/2007,24,24,0,24,86099,86116,17.4,48.5,1,23,0,0,1,2,0,11,10,0,0,0,3,3,5,10,2,1,0
DISTRICT LEVEL,BC Public School,6,Administrators,All,2007/2008,24,24,0,24,87901,87910,17.6,49.9,1,23,0,0,1,3,0,10,10,0,0,0,2,4,5,8,3,2,0
DISTRICT LEVEL,BC Public School,6,Administrators,All,2008/2009,26,24,2,25.6,93369,93369,17.4,49.5,2,24,0,0,0,3,4,6,13,0,0,0,3,4,3,10,5,1,0
DISTRICT LEVEL,BC Public School,6,Administrators,All,2009/2010,25,24,1,24.8,99447,99447,17.6,49.6,2,23,0,0,0,3,3,7,12,0,0,0,2,3,6,8,5,1,0
DISTRICT LEVEL,BC Public School,6,Administrators,All,2010/2011,26,25,1,25.4,99296,99296,17.2,49.7,3,23,0,0,1,3,4,6,12,0,0,0,4,3,4,7,6,2,0
DISTRICT LEVEL,BC Public School,6,Administrators,All,2011/2012,26,25,1,25.4,99283,99291,17.1,49.2,3,23,0,0,0,1,6,9,10,0,0,1,2,5,5,6,5,2,0
DISTRICT LEVEL,BC Public School,6,Administrators,All,2012/2013,25,24,1,24.4,99568,99568,18,48.9,1,24,0,0,0,1,6,8,10,0,0,0,3,5,5,7,3,2,0
DISTRICT LEVEL,BC Public School,6,Administrators,All,2013/2014,24,23,1,23.4,99691,99700,16.6,49.1,1,23,0,0,1,1,4,10,8,0,0,0,1,7,5,3,6,2,0
DISTRICT LEVEL,BC Public School,6,Administrators,All,2014/2015,22,20,2,21,100695,100704,,49.2,,,,,,,,,,0,0,0,1,5,4,6,5,1,0
DISTRICT LEVEL,BC Public School,6,Administrators,All,2015/2016,22,20,2,21,100529,100534,,50.2,,,,,,,,,,0,0,0,1,5,3,6,6,1,0
DISTRICT LEVEL,BC Public School,6,Administrators,All,2016/2017,22,20,2,21,104220,104230,,49.3,,,,,,,,,,,,,2,3,7,4,5,,1
DISTRICT LEVEL,BC Public School,6,Educators,All,1991/1992,303,263,40,285.3,46065,46153,11.5,41.2,36,260,5,1,22,68,48,96,69,6,32,31,52,75,48,43,15,1,0
DISTRICT LEVEL,BC Public School,6,Educators,All,1992/1993,305,260,45,285.4,52013,52223,12,41.8,36,263,5,0,10,68,52,106,69,3,27,33,53,66,59,50,11,3,0
DISTRICT LEVEL,BC Public School,6,Educators,All,1993/1994,300,245,55,275.5,53406,53613,12.5,42.5,34,263,3,0,11,73,38,109,69,2,21,33,53,60,65,47,16,3,0
DISTRICT LEVEL,BC Public School,6,Educators,All,1994/1995,314,259,55,290.1,53066,53302,11.9,42.2,36,275,3,0,21,66,61,96,70,8,24,35,53,52,74,45,20,3,0
DISTRICT LEVEL,BC Public School,6,Educators,All,1995/1996,319,256,63,292.3,52987,53494,12,42.1,36,280,2,1,23,58,73,93,72,8,30,33,50,51,77,48,18,4,0
DISTRICT LEVEL,BC Public School,6,Educators,All,1996/1997,320,260,60,291.4,54128,54354,12.1,42.8,34,284,2,0,10,72,77,88,73,2,30,35,45,54,75,48,27,4,0
DISTRICT LEVEL,BC Public School,6,Educators,All,1997/1998,308,247,61,286.2,54454,54663,12.6,43.2,31,275,2,0,16,59,67,91,75,0,27,29,47,58,63,53,29,2,0
DISTRICT LEVEL,BC Public School,6,Educators,All,1998/1999,318,239,79,288.4,55501,55706,12.5,43.4,35,282,1,0,8,66,77,94,73,0,26,34,46,61,59,65,22,5,0
DISTRICT LEVEL,BC Public School,6,Educators,All,1999/2000,335,216,119,279.5,55281,55468,11.9,43,42,293,0,0,22,55,76,110,72,2,23,42,52,63,56,73,20,4,0
DISTRICT LEVEL,BC Public School,6,Educators,All,2000/2001,326,224,102,280.4,56498,56734,11.7,43,33,293,0,0,16,57,78,102,73,1,23,44,46,61,56,74,18,3,0
DISTRICT LEVEL,BC Public School,6,Educators,All,2001/2002,307,220,87,272.4,57099,57331,12.2,43.8,29,277,1,0,12,53,68,100,74,3,13,35,45,55,57,71,24,4,0
DISTRICT LEVEL,BC Public School,6,Educators,All,2002/2003,268,197,71,242.2,60992,61821,13.8,45.2,23,245,0,0,4,32,58,100,74,0,8,24,40,45,59,57,34,1,0
DISTRICT LEVEL,BC Public School,6,Educators,All,2003/2004,254,188,66,227.4,63124,63863,14.3,45.9,23,230,0,1,7,21,54,99,73,0,7,22,28,47,57,53,38,2,0
DISTRICT LEVEL,BC Public School,6,Educators,All,2004/2005,243,171,72,215.2,62808,63465,13.9,45.8,25,217,0,1,7,30,43,97,66,0,9,20,29,39,57,48,38,3,0
DISTRICT LEVEL,BC Public School,6,Educators,All,2005/2006,240,167,73,213.5,62235,62881,14,46.1,26,212,1,1,6,33,40,96,65,1,7,24,28,31,50,51,41,7,0
DISTRICT LEVEL,BC Public School,6,Educators,All,2006/2007,236,164,72,210.3,63922,64315,13.7,46,28,207,0,1,7,41,30,98,60,1,12,20,27,31,45,54,39,7,0
DISTRICT LEVEL,BC Public School,6,Educators,All,2007/2008,228,165,63,206.9,65255,65618,13.1,45.8,27,198,0,3,10,42,32,90,54,0,13,20,31,31,40,51,34,8,0
DISTRICT LEVEL,BC Public School,6,Educators,All,2008/2009,225,162,63,203.2,67820,69928,12.5,45.1,27,197,0,1,14,45,37,81,48,1,16,23,34,26,37,47,28,13,0
DISTRICT LEVEL,BC Public School,6,Educators,All,2009/2010,219,154,65,195.6,71258,73410,13,45.7,25,192,0,2,7,46,35,81,50,1,15,20,29,26,34,48,33,13,0
DISTRICT LEVEL,BC Public School,6,Educators,All,2010/2011,218,157,61,195,72551,74729,13,45.2,22,195,0,1,9,41,40,75,53,1,18,16,36,30,27,43,33,14,0
DISTRICT LEVEL,BC Public School,6,Educators,All,2011/2012,215,159,56,198.4,72188,74428,13.1,45.2,21,191,2,1,5,47,39,70,54,1,21,19,22,37,28,41,31,11,4
DISTRICT LEVEL,BC Public School,6,Educators,All,2012/2013,201,154,47,186.6,73006,75242,12.9,44.8,21,175,2,3,5,39,43,67,47,1,21,18,27,27,28,38,30,9,2
DISTRICT LEVEL,BC Public School,6,Educators,All,2013/2014,204,154,50,188,71841,74078,12,43.8,24,174,4,2,13,42,44,58,47,0,19,28,26,35,25,34,27,10,0
DISTRICT LEVEL,BC Public School,6,Educators,All,2014/2015,208,155,53,191,72266,74457,,43.6,,,,,,,,,,2,14,37,21,34,29,33,30,8,0
